locusId	sysName	type	scaffoldId	strand	old_name	desc	GC	nTA	name	begin	end
17434	b3371	1	7023	+	yhfN	putative transport protein (VIMSS)	0.5445	25	frlB	3501268	3502290
1936999	b4474	1	7023	+	frlC	predicted isomerase (NCBI)	0.5487	33	frlC	3502340	3503170
17437	b3374	1	7023	+	frlD	fructoselysine 6-kinase (NCBI)	0.5738	13	frlD	3503167	3503952
17438	b3375	1	7023	+	yhfR	putative transcriptional regulator (VIMSS)	0.5096	20	frlR	3504052	3504783
17439	b3376	1	7023	-	yhfS	hypothetical protein (NCBI)	0.5691	24	yhfS	3504935	3506020
17440	b3377	1	7023	-	yhfT	predicted inner membrane protein (NCBI)	0.5303	45	yhfT	3506032	3507336
17441	b3378	1	7023	-	yhfU	orf, hypothetical protein (VIMSS)	0.4746	11	yhfU	3507348	3507701
17442	b3379	1	7023	-	php	predicted hydrolase (NCBI)	0.5301	28	php	3507712	3508590
17443	b3380	1	7023	-	yhfW	predicted mutase (NCBI)	0.5412	37	yhfW	3508587	3509813
17444	b3381	1	7023	-	yhfX	predicted amino acid racemase (NCBI)	0.5455	31	yhfX	3509813	3510976
17445	b3382	1	7023	-	yhfY	orf, hypothetical protein (VIMSS)	0.5152	8	yhfY	3511060	3511422
1937003	b3383	1	7023	-	yhfZ	hypothetical protein (NCBI)	0.5243	27	yhfZ	3511439	3512344
17447	b3384	1	7023	-	trpS	tryptophanyl-tRNA synthetase (NCBI)	0.5204	34	trpS	3512634	3513638
17448	b3385	1	7023	-	gph	phosphoglycolate phosphatase (NCBI)	0.5283	28	gph	3513631	3514389
17449	b3386	1	7023	-	rpe	ribulose-phosphate 3-epimerase (NCBI)	0.5103	20	rpe	3514382	3515059
17450	b3387	1	7023	-	dam	DNA adenine methylase (NCBI)	0.4958	36	dam	3515077	3515913
17451	b3388	1	7023	-	damX	hypothetical protein (NCBI)	0.5455	26	damX	3516020	3517306
17452	b3389	1	7023	-	aroB	3-dehydroquinate synthase (NCBI)	0.5418	38	aroB	3517398	3518486
1937004	b3390	1	7023	-	aroK	shikimate kinase I (NCBI)	0.4923	12	aroK	3518543	3519064
17454	b3391	1	7023	-	hofQ	predicted fimbrial transporter (NCBI)	0.5448	36	hofQ	3519465	3520703
17455	b3392	1	7023	-	yrfA	orf, hypothetical protein (VIMSS)	0.5235	19	hofP	3520615	3521019
17456	b3393	1	7023	-	yrfB	hypothetical protein (NCBI)	0.5465	9	hofO	3521009	3521449
17457	b3394	1	7023	-	yrfC	predicted fimbrial assembly protein (NCBI)	0.5537	13	hofN	3521433	3521972
17458	b3395	1	7023	-	yrfD	orf, hypothetical protein (VIMSS)	0.5769	18	hofM	3521972	3522751
17459	b3396	1	7023	+	mrcA	peptidoglycan synthetase; penicillin-binding protein 1A (VIMSS)	0.5554	69	mrcA	3522871	3525423
17460	b3397	1	7023	-	nudE	ADP-ribose diphosphatase (NCBI)	0.508	15	nudE	3525589	3526149
17461	b3398	1	7023	+	yrfF	predicted inner membrane protein (NCBI)	0.5276	69	igaA	3526469	3528604
17462	b3399	1	7023	+	yrfG	putative phosphatase (VIMSS)	0.5157	26	yrfG	3528669	3529337
17463	b3400	1	7023	+	hslR	ribosome-associated heat shock protein Hsp15 (NCBI)	0.5348	12	hslR	3529348	3529749
17464	b3401	1	7023	+	yrfI	orf, hypothetical protein (VIMSS)	0.529	26	hslO	3529774	3530652
17465	b3402	1	7023	-	yhgE	predicted inner membrane protein (NCBI)	0.5009	66	yhgE	3530715	3532439
17466	b3403	1	7023	+	pck	phosphoenolpyruvate carboxykinase (NCBI)	0.536	42	pck	3532818	3534440
17467	b3404	1	7023	-	envZ	osmolarity sensor protein (NCBI)	0.5706	40	envZ	3534516	3535868
17468	b3405	1	7023	-	ompR	osmolarity response regulator (NCBI)	0.5514	19	ompR	3535865	3536584
1937010	b3406	1	7023	+	greB	transcription elongation factor GreB (NCBI)	0.499	15	greB	3536812	3537288
17470	b3407	1	7023	+	yhgF	orf, hypothetical protein (VIMSS)	0.5685	50	yhgF	3537385	3539706
17471	b3408	1	7023	+	feoA	ferrous iron transport protein A (NCBI)	0.4868	8	feoA	3540163	3540390
17472	b3409	1	7023	+	feoB	ferrous iron transport protein B (NCBI)	0.5474	67	feoB	3540407	3542728
17473	b3410	1	7023	+	yhgG	predicted DNA-binding transcriptional regulator (NCBI)	0.5485	6	feoC	3542728	3542964
17474	b3411	1	7023	+	yhgA	predicted transposase (NCBI)	0.4755	33	rpnA	3543167	3544045
17475	b3412	1	7023	-	bioH	carboxylesterase of pimeloyl-CoA synthesis (NCBI)	0.5616	18	bioH	3544074	3544844
17476	b3413	1	7023	+	yhgH	orf, hypothetical protein (VIMSS)	0.5599	18	yhgH	3544882	3545565
17477	b3414	1	7023	+	gntY	predicted gluconate transport associated protein (NCBI)	0.533	14	nfuA	3545624	3546199
1937013	b3415	1	7023	+	gntT	gluconate transporter, high-affinity GNT I system (NCBI)	0.5338	34	gntT	3546559	3547875
17479	b3416	1	7023	-	malQ	4-alpha-glucanotransferase (amylomaltase) (NCBI)	0.5516	61	malQ	3547986	3550070
1937014	b3417	1	7023	-	malP	maltodextrin phosphorylase (NCBI)	0.523	75	malP	3550080	3552473
17481	b3418	1	7023	+	malT	transcriptional regulator MalT (NCBI)	0.541	56	malT	3553085	3555790
1937015	b4475	1	7023	-	rtcA	RNA 3'-terminal-phosphate cyclase (NCBI)	0.5969	23	rtcA	3555833	3556849
17483	b3421	1	7023	-	rtcB	hypothetical protein (NCBI)	0.5094	44	rtcB	3556853	3558079
17484	b3422	1	7023	+	rtcR	sigma 54-dependent transcriptional regulator of rtcBA expression (NCBI)	0.5578	43	rtcR	3558268	3559866
17485	b3423	1	7023	-	glpR	DNA-binding transcriptional repressor (NCBI)	0.5468	18	glpR	3559848	3560605
1937016	b3424	1	7023	-	glpG	predicted intramembrane serine protease (NCBI)	0.5415	27	glpG	3560622	3561452
17487	b3425	1	7023	-	glpE	thiosulfate sulfurtransferase (NCBI)	0.5352	10	glpE	3561497	3561823
17488	b3426	1	7023	+	glpD	sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding (NCBI)	0.5505	51	glpD	3562013	3563518
17489	b3427	7	7023	-	yzgL	orf, hypothetical protein (VIMSS)	0.4429	11	yzgL	3563724	3564005
17490	b3428	1	7023	-	glgP	glycogen phosphorylase (NCBI)	0.5098	86	glgP	3564134	3566581
17491	b3429	1	7023	-	glgA	glycogen synthase (NCBI)	0.5495	47	glgA	3566600	3568033
17492	b3430	1	7023	-	glgC	glucose-1-phosphate adenylyltransferase (NCBI)	0.5262	42	glgC	3568033	3569328
17493	b3431	1	7023	-	glgX	glycogen debranching enzyme (NCBI)	0.5436	65	glgX	3569346	3571319
17494	b3432	1	7023	-	glgB	glycogen branching enzyme (NCBI)	0.5327	69	glgB	3571316	3573502
17495	b3433	1	7023	-	asd	aspartate-semialdehyde dehydrogenase (NCBI)	0.5417	35	asd	3573775	3574878
17496	b3434	1	7023	+	yhgN	predicted antibiotic transporter (NCBI)	0.5	16	yhgN	3575071	3575664
1937018	b4476	1	7023	-	gntU	gluconate transporter, low affinity GNT 1 system (NCBI)	0.5503	29	gntU	3575721	3577061
17498	b3437	1	7023	-	gntK	gluconokinase 2, thermoresistant (VIMSS)	0.4962	10	gntK	3577065	3577592
1937020	b3438	1	7023	-	gntR	DNA-binding transcriptional repressor (NCBI)	0.5442	31	gntR	3577731	3578726
17500	b3439	1	7023	-	yhhW	hypothetical protein (NCBI)	0.523	21	yhhW	3578950	3579645
17501	b3440	1	7023	-	yhhX	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain (NCBI)	0.5077	30	yhhX	3579768	3580805
1937021	b4451	6	7023	-	ryhB	Regulatory sRNA mediating positive Fur regulon response; requires Hfq for function; global iron regulator; degraded by RNase E when bound to target (RefSeq)	0.5333	3	ryhB	3580922	3581016
17502	b3441	1	7023	+	yhhY	predicted acetyltransferase (NCBI)	0.5174	14	yhhY	3581138	3581626
17503	b3442	1	7023	+	yhhZ	hypothetical protein (NCBI)	0.3401	98	yhhZ	3581863	3583041
17504	b3443	7	7023	+	yrhA	orf, hypothetical protein (VIMSS)	0.2887	28	yrhA	NA	NA
17505	b3444	1	7023	+	insA-6	IS1 repressor protein InsA (NCBI)	0.529	9	insA6	3583483	3583758
17506	b3445	1	7023	+	insB-6	IS1 transposase InsAB' (NCBI)	0.5456	16	insB6	3583677	3584180
3446212	b4612	1	7023	+	yrhD	hypothetical protein (RefSeq)	0.3269	13	yrhD	3584404	3584559
17507	b3446	1	7023	+	yrhB	hypothetical protein (NCBI)	0.4561	13	yrhB	3584759	3585043
17508	b3447	1	7023	-	ggt	gamma-glutamyltranspeptidase periplasmic precursor (NCBI)	0.5502	64	ggt	3585081	3586823
17509	b3448	1	7023	+	yhhA	hypothetical protein (NCBI)	0.5147	12	yhhA	3586943	3587383
17510	b3449	1	7023	-	ugpQ	cytoplasmic glycerophosphodiester phosphodiesterase (NCBI)	0.5645	19	ugpQ	3587370	3588113
17511	b3450	1	7023	-	ugpC	ATP-binding component of sn-glycerol 3-phosphate transport system (VIMSS)	0.577	22	ugpC	3588110	3589180
17512	b3451	1	7023	-	ugpE	glycerol-3-phosphate transporter subunit (NCBI)	0.5437	23	ugpE	3589182	3590027
17513	b3452	1	7023	-	ugpA	glycerol-3-phosphate transporter subunit (NCBI)	0.5586	25	ugpA	3590024	3590911
17514	b3453	1	7023	-	ugpB	glycerol-3-phosphate transporter subunit (NCBI)	0.5368	42	ugpB	3591009	3592325
17515	b3454	1	7023	-	livF	ATP-binding component of leucine transport (VIMSS)	0.5672	12	livF	3592724	3593437
17516	b3455	1	7023	-	livG	leucine/isoleucine/valine transporter subunit (NCBI)	0.5521	15	livG	3593439	3594206
17517	b3456	1	7023	-	livM	leucine/isoleucine/valine transporter subunit (NCBI)	0.5657	29	livM	3594203	3595480
17518	b3457	1	7023	-	livH	leucine/isoleucine/valine transporter subunit (NCBI)	0.562	29	livH	3595477	3596403
17519	b3458	1	7023	-	livK	leucine transporter subunit (NCBI)	0.5414	36	livK	3596451	3597560
17520	b3459	1	7023	+	yhhK	hypothetical protein (NCBI)	0.5651	11	panZ	3597984	3598367
1937025	b3460	1	7023	-	livJ	leucine/isoleucine/valine transporter subunit (NCBI)	0.5444	28	livJ	3598555	3599658
17522	b3461	1	7023	-	rpoH	RNA polymerase sigma factor (NCBI)	0.5415	19	rpoH	3599929	3600783
17523	b3462	1	7023	-	ftsX	predicted transporter subunit: membrane component of ABC superfamily (NCBI)	0.5307	24	ftsX	3601028	3602086
17524	b3463	1	7023	-	ftsE	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)	0.5635	18	ftsE	3602079	3602747
17525	b3464	1	7023	-	ftsY	fused Signal Recognition Particle (SRP) receptor: membrane binding protein/conserved protein (NCBI)	0.5348	28	ftsY	3602750	3604243
17526	b3465	1	7023	+	yhhF	predicted methyltransferase (NCBI)	0.5394	18	rsmD	3604393	3604989
17527	b3466	1	7023	+	yhhL	conserved inner membrane protein (NCBI)	0.4556	8	yhhL	3604979	3605248
17528	b3467	1	7023	-	yhhM	hypothetical protein (NCBI)	0.5111	13	yhhM	3605251	3605610
17529	b3468	1	7023	+	yhhN	conserved inner membrane protein (NCBI)	0.5662	19	yhhN	3605751	3606377
17530	b3469	1	7023	+	zntA	zinc, cobalt and lead efflux system (NCBI)	0.5825	54	zntA	3606451	3608649
17531	b3470	1	7023	-	yhhP	cell developmental protein SirA (NCBI)	0.5366	8	tusA	3608751	3608996
17532	b3471	1	7023	+	yhhQ	conserved inner membrane protein (NCBI)	0.5075	26	yhhQ	3609217	3609882
17533	b3472	1	7023	+	b3472	orf, hypothetical protein (VIMSS)	0.5215	20	dcrB	3609955	3610512
17534	b3473	1	7023	-	yhhS	putative transport (VIMSS)	0.5673	44	yhhS	3610516	3611733
17535	b3474	1	7023	+	yhhT	orf, hypothetical protein (VIMSS)	0.5143	42	yhhT	3611865	3612914
17536	b3475	1	7023	+	acpT	holo-(acyl carrier protein) synthase 2 (NCBI)	0.5646	13	acpT	3612969	3613556
17537	b3476	1	7023	+	nikA	nickel transporter subunit (NCBI)	0.5333	43	nikA	3613667	3615241
17538	b3477	1	7023	+	nikB	nickel transporter subunit (NCBI)	0.5841	28	nikB	3615241	3616185
17539	b3478	1	7023	+	nikC	nickel transporter subunit (NCBI)	0.6091	18	nikC	3616182	3617015
17540	b3479	1	7023	+	nikD	nickel transporter subunit (NCBI)	0.5922	17	nikD	3617015	3617779
17541	b3480	1	7023	+	nikE	nickel transporter subunit (NCBI)	0.5626	19	nikE	3617776	3618582
17542	b3481	1	7023	+	nikR	nickel responsive regulator (NCBI)	0.5721	8	nikR	3618588	3618989
1937029	b3482	1	7023	+	rhsB	rhsB element core protein RshB (NCBI)	0.5881	111	rhsB	3619192	3623427
17544	b3483	1	7023	+	yhhH	orf, hypothetical protein (VIMSS)	0.3333	31	yhhH	3623399	3623782
1937031	b4552	7	7023	+	yrhC	NA	0.3533	26	yrhC	3623887	3624132
17545	b3484	1	7023	+	yhhI	predicted transposase (NCBI)	0.4151	44	yhhI	3624378	3625514
17546	b3485	1	7023	-	yhhJ	predicted transporter subunit: membrane component of ABC superfamily (RefSeq)	0.5467	35	yhhJ	3625679	3626803
1937033	b3486	1	7023	-	rbbA	fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein (NCBI)	0.5673	70	rbbA	3626803	3629538
17548	b3487	1	7023	-	yhiI	predicted HlyD family secretion protein (NCBI)	0.5824	21	yhiI	3629535	3630602
17549	b3488	1	7023	-	yhiJ	hypothetical protein (NCBI)	0.3746	115	yhiJ	3630968	3632590
3446214	b4660	7	7023	-	yhiL	NA	0.3491	126	yhiL	3632852	3634458
17552	b3491	1	7023	+	yhiM	conserved inner membrane protein (RefSeq)	0.471	50	yhiM	3634841	3635893
17553	b3492	1	7023	-	yhiN	predicted oxidoreductase with FAD/NAD(P)-binding domain (NCBI)	0.5511	24	yhiN	3636208	3637410
17554	b3493	1	7023	+	pitA	phosphate transporter, low-affinity (NCBI)	0.5407	50	pitA	3637642	3639141
17555	b3494	1	7023	-	yhiO	universal stress protein UspB (NCBI)	0.4702	15	uspB	3639385	3639720
17556	b3495	1	7023	+	uspA	universal stress global response regulator (NCBI)	0.492	14	uspA	3640111	3640545
17557	b3496	1	7023	+	yhiP	predicted transporter (NCBI)	0.5184	45	dtpB	3640862	3642331
17558	b3497	1	7023	-	yhiQ	predicted SAM-dependent methyltransferase (NCBI)	0.5817	16	rsmJ	3642380	3643132
17559	b3498	1	7023	-	prlC	oligopeptidase A (NCBI)	0.5472	61	prlC	3643140	3645182
17560	b3499	1	7023	+	yhiR	predicted DNA (exogenous) processing protein (NCBI)	0.5445	29	rlmJ	3645385	3646227
17561	b3500	1	7023	+	gor	glutathione reductase (NCBI)	0.5381	47	gor	3646299	3647651
3446215	b4613	1	7023	-	dinQ	Damage inducible, function unknown (RefSeq)	0.4729	3	dinQ	3647705	3647788
17562	b3501	1	7023	+	arsR	DNA-binding transcriptional repressor (NCBI)	0.5085	8	arsR	3648528	3648881
17563	b3502	1	7023	+	arsB	arsenical pump membrane protein (VIMSS)	0.5395	44	arsB	3648935	3650224
17564	b3503	1	7023	+	arsC	arsenate reductase (NCBI)	0.5188	14	arsC	3650237	3650662
17565	b3504	7	7023	+	yhiS	hypothetical protein (RefSeq)	0.3522	49	yhiS	NA	NA
17566	b3505	1	7023	-	insH-11	IS5 transposase and trans-activator (NCBI)	0.5467	13	insH11	3652182	3653162
17567	b3506	1	7023	+	slp	outer membrane protein induced after carbon starvation (VIMSS)	0.4586	30	slp	3653961	3654527
17568	b3507	1	7023	+	dctR	protein involved in metabolism of C4-dicarboxylates (Katherine Huang)	0.3974	25	dctR	3654683	3655213
17569	b3508	1	7023	-	yhiD	predicted Mg(2+) transport ATPase inner membrane protein (NCBI)	0.4552	31	yhiD	3655255	3655902
17570	b3509	1	7023	-	hdeB	orf, hypothetical protein (VIMSS)	0.4006	16	hdeB	3655966	3656292
17571	b3510	1	7023	-	hdeA	acid-resistance protein, possible chaperone  , subunit of HdeA dimer, inactive form of acid-resistance protein (Katherine Huang)	0.4294	11	hdeA	3656408	3656740
17572	b3511	1	7023	+	hdeD	acid-resistance membrane protein (NCBI)	0.466	25	hdeD	3656995	3657567
12785252	b4704	6	7023	-	arrS	Antisense sRNA ArrS, function unknown (NCBI)	0.3913	3	arrS	3657985	3658054
17573	b3512	1	7023	+	GadE	acid-responsive regulator of gadA and gadBC (Katherine Huang)	0.3295	32	gadE	3658366	3658893
17574	b3513	1	7023	+	mdtE	multidrug resistance efflux transporter (NCBI)	0.5458	37	mdtE	3659232	3660389
17575	b3514	1	7023	+	mdtF	multidrug transporter, RpoS-dependent (NCBI)	0.5302	111	mdtF	3660414	3663527
17576	b3515	1	7023	-	gadW	DNA-binding transcriptional activator (NCBI)	0.4184	42	gadW	3663890	3664618
1937039	b4452	6	7023	+	gadY	unknown RNA (NCBI)	0.4952	6	gadY	3664864	3664969
17577	b3516	1	7023	-	gadX	DNA-binding transcriptional dual regulator (NCBI)	0.4097	42	gadX	3664986	3665810
17578	b3517	1	7023	-	gadA	glutamate decarboxylase A, PLP-dependent (NCBI)	0.5396	37	gadA	3666180	3667580
17579	b3518	1	7023	-	yhjA	predicted cytochrome C peroxidase (NCBI)	0.4843	62	ccp	3667791	3669188
17580	b3519	1	7023	+	treF	cytoplasmic trehalase (NCBI)	0.5394	48	treF	3669592	3671241
17581	b3520	1	7023	-	yhjB	predicted DNA-binding response regulator in two-component regulatory system (NCBI)	0.4776	25	yhjB	3671292	3671894
17582	b3521	1	7023	+	yhjC	predicted DNA-binding transcriptional regulator (RefSeq)	0.5333	32	rcdB	3672414	3673313
17583	b3522	1	7023	+	yhjD	conserved inner membrane protein (NCBI)	0.5266	22	yhjD	3673362	3674375
17584	b3523	1	7023	+	yhjE	predicted transporter (NCBI)	0.5563	39	yhjE	3674786	3676108
17585	b3524	1	7023	-	yhjG	predicted outer membrane biogenesis protein (RefSeq)	0.5323	55	yhjG	3676290	3678350
17586	b3525	1	7023	-	yhjH	orf, hypothetical protein (VIMSS)	0.5273	20	pdeH	3678420	3679187
17587	b3526	1	7023	+	kdgK	ketodeoxygluconokinase (VIMSS)	0.571	25	kdgK	3679419	3680348
17588	b3527	1	7023	-	yhjJ	predicted zinc-dependent peptidase (NCBI)	0.5344	46	yhjJ	3680444	3681940
17589	b3528	1	7023	-	dctA	C4-dicarboxylate transport protein (NCBI)	0.5167	47	dctA	3682161	3683447
17590	b3529	1	7023	-	yhjK	predicted diguanylate cyclase (RefSeq)	0.5254	63	pdeK	3683630	3685618
1937043	b3530	1	7023	-	bcsC	cellulose synthase subunit (RefSeq)	0.5711	102	bcsC	3685700	3689173
17592	b3531	1	7023	-	bcsZ	endo-1,4-D-glucanase (NCBI)	0.5474	30	bcsZ	3689155	3690261
17593	b3532	1	7023	-	bcsB	regulator of cellulose synthase, cyclic di-GMP binding (NCBI)	0.5491	67	bcsB	3690268	3692607
17594	b3533	1	7023	-	yhjO	putative cellulose synthase (VIMSS)	0.5536	77	bcsA	3692618	3695236
17595	b3534	7	7023	-	yhjQ	cell division protein (chromosome partitioning ATPase) (pseudogene) (RefSeq)	0.5392	22	bcsQ	3695233	3695985
17596	b3535	1	7023	-	yhjR	hypothetical protein (NCBI)	0.4603	10	yhjR	3695997	3696185
17597	b3536	1	7023	+	bcsE	hypothetical protein (NCBI)	0.4885	60	bcsE	3696458	3698029
17598	b3537	1	7023	+	yhjT	orf, hypothetical protein (VIMSS)	0.4844	8	bcsF	3698026	3698217
17599	b3538	1	7023	+	bcsG	predicted inner membrane protein (NCBI)	0.5268	57	bcsG	3698214	3699893
1937046	b4453	1	7023	-	ldrD	toxic polypeptide, small (NCBI)	0.5278	2	ldrD	3699980	3700087
1937047	b4454	6	7023	+	rdlD	sRNA antisense regulator affects LdrD translation; proposed addiction module in LDR-D repeat, with toxic peptide LdrD (RefSeq)	0.5455	2	rdlD	3700136	3700199
17600	b3539	1	7023	+	yhjV	predicted transporter (NCBI)	0.4544	66	yhjV	3700563	3701834
17601	b3540	1	7023	-	dppF	dipeptide transporter (NCBI)	0.5612	21	dppF	3701864	3702868
17602	b3541	1	7023	-	dppD	dipeptide transporter (NCBI)	0.5671	24	dppD	3702865	3703848
17603	b3542	1	7023	-	dppC	dipeptide transporter (NCBI)	0.5903	22	dppC	3703859	3704761
17604	b3543	1	7023	-	dppB	dipeptide transporter (NCBI)	0.5647	27	dppB	3704771	3705790
17605	b3544	1	7023	-	dppA	dipeptide transporter (NCBI)	0.5155	49	dppA	3706098	3707705
1937048	b3545	5	7023	-	proK	tRNA-Pro (NCBI)	0.6104	2	proK	3708616	3708692
17606	b3546	1	7023	-	yhjW	orf, hypothetical protein (VIMSS)	0.5041	68	eptB	3708784	3710475
17607	b3547	1	7023	-	yhjX	predicted transporter (NCBI)	0.512	38	yhjX	3710799	3712007
17608	b3548	1	7023	-	yhjY	putative lipase (VIMSS)	0.5021	31	yhjY	3712236	3712934
17609	b3549	1	7023	+	tag	3-methyl-adenine DNA glycosylase I, constitutive (NCBI)	0.4982	15	tag	3713092	3713655
17610	b3550	1	7023	+	yiaC	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)	0.5215	13	yiaC	3713652	3714092
17611	b3551	1	7023	-	bisC	biotin sulfoxide reductase (RefSeq)	0.5441	58	bisC	3714061	3716394
1937052	b3552	1	7023	+	yiaD	predicted outer membrane lipoprotien (NCBI)	0.5788	21	yiaD	3716547	3717206
17613	b3553	1	7023	+	yiaE	putative dehydrogenase (VIMSS)	0.52	24	ghrB	3717310	3718284
17614	b3554	1	7023	-	yiaF	orf, hypothetical protein (VIMSS)	0.5049	20	yiaF	3718334	3719044
17615	b3555	1	7023	+	yiaG	predicted transcriptional regulator (NCBI)	0.4399	8	yiaG	3719478	3719768
17616	b3556	1	7023	+	cspA	major cold shock protein (NCBI)	0.4836	6	cspA	3720049	3720261
1937055	b4455	1	7023	-	hokA	toxic polypeptide, small (NCBI)	0.3529	9	hokA	3720448	3720600
3446217	b4647	7	7023	-	mokA	NA	0.3784	11	mokA	3720448	3720632
17618	b3557	1	7023	+	insJ	IS150 protein InsA (NCBI)	0.4617	14	insJ	3720680	3721201
17619	b3558	1	7023	+	insK	IS150 conserved protein InsB (NCBI)	0.4284	46	insK	3721198	3722049
3446219	b4614	8	7023	+	sokA	NA	0.3667	2	sokA	3722077	3722111
17620	b3559	1	7023	-	glyS	glycyl-tRNA synthetase subunit beta (NCBI)	0.5541	52	glyS	3722328	3724397
17621	b3560	1	7023	-	glyQ	glycyl-tRNA synthetase subunit alpha (NCBI)	0.5614	26	glyQ	3724407	3725318
1937056	b4553	1	7023	-	ysaB	hypothetical protein (NCBI)	0.4767	13	ysaB	3725413	3725712
17622	b3561	1	7023	+	yiaH	conserved inner membrane protein (NCBI)	0.4679	46	wecH	3725887	3726882
17623	b3562	1	7023	-	yiaA	orf, hypothetical protein (VIMSS)	0.411	29	yiaA	3726924	3727361
17624	b3563	1	7023	-	yiaB	orf, hypothetical protein (VIMSS)	0.4152	18	yiaB	3727407	3727748
17625	b3564	1	7023	-	xylB	xylulokinase (NCBI)	0.5478	42	xylB	3727917	3729371
17626	b3565	1	7023	-	xylA	xylose isomerase (NCBI)	0.5087	38	xylA	3729443	3730765
17627	b3566	1	7023	+	xylF	D-xylose transporter subunit (NCBI)	0.4401	50	xylF	3731131	3732123
17628	b3567	1	7023	+	xylG	fused D-xylose transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.4708	71	xylG	3732201	3733742
17629	b3568	1	7023	+	xylH	D-xylose transporter subunit (NCBI)	0.5389	39	xylH	3733720	3734901
17630	b3569	1	7023	+	xylR	DNA-binding transcriptional activator, xylose-binding (NCBI)	0.4877	39	xylR	3734979	3736157
1937059	b3570	1	7023	-	bax	hypothetical protein (NCBI)	0.4824	34	bax	3736353	3737177
17632	b3571	1	7023	+	malS	periplasmic alpha-amylase precursor (NCBI)	0.5283	77	malS	3737497	3739527
1937060	b3572	1	7023	+	avtA	valine--pyruvate transaminase (NCBI)	0.5215	40	avtA	3739705	3740958
17634	b3573	1	7023	-	yiaI	predicted hydrogenase, 4Fe-4S ferredoxin-type component (NCBI)	0.5359	9	ysaA	3741109	3741582
17635	b3574	1	7023	-	yiaJ	predicted DNA-binding transcriptional repressor (NCBI)	0.5218	28	plaR	3741684	3742532
17636	b3575	1	7023	+	yiaK	2,3-diketo-L-gulonate dehydrogenase, NADH-dependent (NCBI)	0.5305	29	yiaK	3742733	3743731
17637	b3576	1	7023	+	yiaL	hypothetical protein (NCBI)	0.453	25	yiaL	3743743	3744210
17638	b3577	1	7023	+	yiaM	predicted transporter (NCBI)	0.4409	26	yiaM	3744328	3744801
1937061	b3578	1	7023	+	yiaN	predicted transporter (NCBI)	0.5086	50	yiaN	3744804	3746081
17640	b3579	1	7023	+	yiaO	predicted transporter (NCBI)	0.5117	25	yiaO	3746094	3747080
17641	b3580	1	7023	+	lyxK	L-xylulose kinase (NCBI)	0.5745	32	lyxK	3747084	3748580
17642	b3581	1	7023	+	sgbH	3-keto-L-gulonate 6-phosphate decarboxylase (NCBI)	0.5943	15	sgbH	3748577	3749239
17643	b3582	1	7023	+	sgbU	probable 3-hexulose-6-phosphate isomerase (VIMSS)	0.5575	13	sgbU	3749232	3750092
17644	b3583	1	7023	+	sgbE	L-ribulose-5-phosphate 4-epimerase (NCBI)	0.5733	23	sgbE	3750086	3750781
3446221	b4648	7	7023	-	ysaC	NA	0.4412	5	ysaC	3750813	3750914
3446223	b4649	7	7023	+	ysaD	NA	0.5312	5	ysaD	3750918	3751109
17645	b3584	1	7023	-	yiaT	hypothetical protein (NCBI)	0.4872	37	yiaT	3751128	3751868
17646	b3585	1	7023	+	yiaU	predicted DNA-binding transcriptional regulator (NCBI)	0.4769	41	yiaU	3751992	3752966
17647	b3586	1	7023	-	yiaV	membrane fusion protein (MFP) component of efflux pump, signal anchor (NCBI)	0.5066	48	yiaV	3752963	3754099
17648	b3587	1	7023	-	yiaW	conserved inner membrane protein (NCBI)	0.466	12	yiaW	3754105	3754428
17649	b3588	1	7023	-	aldB	aldehyde dehydrogenase B (lactaldehyde dehydrogenase) (VIMSS)	0.5478	43	aldB	3754973	3756511
1937064	b3589	1	7023	-	yiaY	predicted Fe-containing alcohol dehydrogenase (NCBI)	0.5052	41	yiaY	3756676	3757827
17651	b3590	1	7023	-	selB	selenocysteinyl-tRNA-specific translation factor (NCBI)	0.5637	45	selB	3758017	3759861
17652	b3591	1	7023	-	selA	selenocysteine synthase (NCBI)	0.5603	40	selA	3759858	3761249
17653	b3592	1	7023	-	yibF	predicted glutathione S-transferase (NCBI)	0.5271	18	yibF	3761347	3761955
17654	b3593	1	7023	+	rhsA	rhsA element core protein RshA (NCBI)	0.5953	106	rhsA	3762183	3766316
17655	b3594	1	7023	+	yibA	lyase containing HEAT-repeat (NCBI)	0.3369	54	yibA	3766337	3767179
1937065	b3595	7	7023	+	yibJ	predicted Rhs-family protein (RefSeq)	0.4772	55	yibJ	3767221	3767922
17657	b3596	1	7023	+	yibG	hypothetical protein (NCBI)	0.3225	31	yibG	3768177	3768638
3446225	b4650	7	7023	+	yibS	NA	0.4405	20	yibS	3768639	3768890
3446227	b4651	7	7023	+	yibW	NA	0.3095	8	yibW	3768892	3769256
3446228	b4615	7	7023	+	yibV	hypothetical protein, no homologs (RefSeq)	0.3349	38	yibV	3769345	3769680
3446230	b4652	7	7023	+	yibU	NA	0.4171	7	yibU	3769948	3770146
