locusId	sysName	type	scaffoldId	begin	end	strand	old_name	desc	GC	nTA	name
17801	b3741	1	7023	3921767	3923656	-	gidA	glucose-inhibited division protein A (NCBI)	0.5439	58	mnmG
1937109	b3756	3	7023	3939831	3941372	+	rrsC	16S ribosomal RNA (NCBI)	0.5441	54	rrsC
1937110	b3757	5	7023	3941458	3941533	+	gltU	tRNA-Glu (NCBI)	0.6447	3	gltU
1937111	b3758	2	7023	3941727	3944630	+	rrlC	23S ribosomal RNA (NCBI)	0.5331	115	rrlC
1937112	b3759	4	7023	3944723	3944842	+	rrfC	5S ribosomal RNA (NCBI)	0.6417	4	rrfC
7497369	b4669	1	7023	3948530	3948580	+	ilvX	expressed protein (RefSeq)	0.3725	1	ilvX
17834	b3783	1	7023	3964440	3965699	+	rho	transcription termination factor Rho (NCBI)	0.5032	40	rho
17845	b3793	1	7023	3976624	3977976	+	wzyE	putative enterobacterial common antigen polymerase (NCBI)	0.524	43	wzyE
1937133	b3796	5	7023	3980398	3980474	+	argX	tRNA-Arg (NCBI)	0.6753	1	argX
1937134	b3797	5	7023	3980532	3980608	+	hisR	tRNA-His (NCBI)	0.5325	3	hisR
1937135	b3798	5	7023	3980629	3980715	+	leuT	tRNA-Leu (NCBI)	0.6092	4	leuT
1937136	b3799	5	7023	3980758	3980834	+	proM	tRNA-Pro (NCBI)	0.6234	1	proM
17852	b3804	1	7023	3987111	3987851	-	hemD	uroporphyrinogen-III synthetase (NCBI)	0.529	23	hemD
1937139	b3805	1	7023	3987848	3988789	-	hemC	porphobilinogen deaminase (NCBI)	0.5616	28	hemC
17858	b3809	1	7023	3992785	3993609	+	dapF	diaminopimelate epimerase (VIMSS)	0.5515	22	dapF
17860	b3811	1	7023	3994310	3995206	+	xerC	site-specific tyrosine recombinase XerC (NCBI)	0.5396	22	xerC
17866	b3818	1	7023	4000836	4001216	-	yigG	orf, hypothetical protein (VIMSS)	0.3281	28	yigG
1937152	b3833	1	7023	4016878	4017633	+	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase (NCBI)	0.5212	19	ubiE
17883	b3835	1	7023	4018249	4019889	+	ubiB	putative ubiquinone biosynthesis protein UbiB (NCBI)	0.4997	53	ubiB
17886	b3839	1	7023	4020759	4021535	+	tatC	TatABCE protein translocation system subunit (NCBI)	0.5161	24	tatC
17889	b3843	1	7023	4023011	4024504	+	ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase (NCBI)	0.5382	49	ubiD
17896	b3850	1	7023	4032631	4033176	+	hemG	protoporphyrin oxidase, flavoprotein (NCBI)	0.5183	16	hemG
1937159	b3851	3	7023	4033554	4035095	+	rrsA	16S ribosomal RNA (NCBI)	0.5435	55	rrsA
1937160	b3852	5	7023	4035164	4035240	+	ileT	tRNA-Ile (NCBI)	0.5714	2	ileT
1937161	b3853	5	7023	4035283	4035358	+	alaT	tRNA-Ala (NCBI)	0.6316	1	alaT
1937162	b3854	2	7023	4035542	4038446	+	rrlA	23S ribosomal RNA (NCBI)	0.5325	117	rrlA
1937163	b3855	4	7023	4038540	4038659	+	rrfA	5S ribosomal RNA (NCBI)	0.625	4	rrfA
17904	b3863	1	7023	4044989	4047775	+	polA	DNA polymerase I (NCBI)	0.5196	76	polA
17905	b3865	1	7023	4048156	4048788	-	yihA	GTP-binding protein (RefSeq)	0.5166	16	yihA
1937180	b3903	1	7023	4092746	4094005	-	rhaA	L-rhamnose isomerase (NCBI)	0.5611	27	rhaA
17944	b3904	1	7023	4094002	4095471	-	rhaB	rhamnulokinase (NCBI)	0.5476	43	rhaB
17958	b3919	1	7023	4108763	4109530	-	tpiA	triosephosphate isomerase (NCBI)	0.526	19	tpiA
17975	b3936	1	7023	4125036	4125248	+	rpmE	50S ribosomal subunit protein L31 (NCBI)	0.493	6	rpmE
17977	b3938	1	7023	4126101	4126418	-	metJ	transcriptional repressor protein MetJ (NCBI)	0.5189	7	metJ
18006	b3967	1	7023	4163451	4164308	+	murI	glutamate racemase, required for biosynthesis of D-glutamate and peptidoglycan (VIMSS)	0.5152	30	murI
1937193	b3968	3	7023	4164682	4166223	+	rrsB	16S ribosomal RNA (NCBI)	0.5441	54	rrsB
1937194	b3969	5	7023	4166395	4166470	+	gltT	tRNA-Glu (NCBI)	0.6447	3	gltT
1937195	b3970	2	7023	4166664	4169567	+	rrlB	23S ribosomal RNA (NCBI)	0.5341	116	rrlB
1937196	b3971	4	7023	4169660	4169779	+	rrfB	5S ribosomal RNA (NCBI)	0.6333	4	rrfB
18007	b3972	1	7023	4170080	4171108	+	murB	UDP-N-acetylenolpyruvoylglucosamine reductase (NCBI)	0.4597	47	murB
18009	b3974	1	7023	4172099	4173049	-	coaA	pantothenate kinase (NCBI)	0.4406	43	coaA
1937197	b3976	5	7023	4173411	4173486	+	thrU	tRNA-Thr (NCBI)	0.5132	5	thrU
1937199	b3978	5	7023	4173696	4173770	+	glyT	tRNA-Gly (NCBI)	0.5733	4	glyT
1937200	b3979	5	7023	4173777	4173852	+	thrT	tRNA-Thr (NCBI)	0.5395	3	thrT
18011	b3980	1	7023	4173967	4175151	+	tufB	protein chain elongation factor EF-Tu (duplicate of tufA) (NCBI)	0.5342	33	tufB
18012	b3981	1	7023	4175381	4175764	+	secE	translocase (NCBI)	0.5495	13	secE
18013	b3982	1	7023	4175766	4176311	+	nusG	transcription antitermination protein NusG (NCBI)	0.5165	14	nusG
18014	b3983	1	7023	4176470	4176898	+	rplK	50S ribosomal protein L11 (NCBI)	0.5221	11	rplK
18015	b3984	1	7023	4176902	4177606	+	rplA	50S ribosomal protein L1 (NCBI)	0.5163	24	rplA
18016	b3985	1	7023	4178019	4178516	+	rplJ	50S ribosomal protein L10 (NCBI)	0.5241	13	rplJ
18017	b3986	1	7023	4178583	4178948	+	rplL	50S ribosomal protein L7/L12 (NCBI)	0.4617	11	rplL
18018	b3987	1	7023	4179268	4183296	+	rpoB	DNA-directed RNA polymerase subunit beta (NCBI)	0.5262	125	rpoB
18019	b3988	1	7023	4183373	4187596	+	rpoC	DNA-directed RNA polymerase subunit beta' (NCBI)	0.5384	134	rpoC
7497371	b4691	6	7023	4188350	4188510	-	sroH	Novel sRNA, function unknown (RefSeq)	0.4534	4	sroH
18029	b3997	1	7023	4195739	4196803	+	hemE	uroporphyrinogen decarboxylase (NCBI)	0.5606	30	hemE
1937207	b4007	3	7023	4206170	4207711	+	rrsE	16S ribosomal RNA (NCBI)	0.5441	54	rrsE
1937208	b4008	5	7023	4207797	4207872	+	gltV	tRNA-Glu (NCBI)	0.6447	3	gltV
1937209	b4009	2	7023	4208066	4210969	+	rrlE	23S ribosomal RNA (NCBI)	0.5341	116	rrlE
1937210	b4010	4	7023	4211063	4211182	+	rrfE	5S ribosomal RNA (NCBI)	0.6333	4	rrfE
18066	b4038	7	7023	4248726	4248908	+	yjbI	hypothetical protein (NCBI)	0.3005	16	yjbI
18068	b4040	1	7023	4251039	4251911	+	ubiA	4-hydroxybenzoate octaprenyltransferase (NCBI)	0.5178	28	ubiA
18071	b4043	1	7023	4255138	4255746	+	lexA	LexA repressor (NCBI)	0.5189	17	lexA
18075	b4047	1	7023	4258344	4258598	+	yjbL	hypothetical protein (NCBI)	0.2863	24	yjbL
18080	b4052	1	7023	4262337	4263752	+	dnaB	replicative DNA helicase (NCBI)	0.5381	39	dnaB
3446237	b4621	1	7023	4266832	4267035	-	yjbS	hypothetical protein (RefSeq)	0.2843	15	yjbS
18087	b4059	1	7023	4272148	4272684	+	ssb	single-strand DNA-binding protein (NCBI)	0.581	13	ssb
1937218	b4459	6	7023	4275950	4276089	-	ryjA	unknown RNA (NCBI)	0.5214	3	ryjA
18094	b4066	1	7023	4279806	4281098	-	yjcF	hypothetical protein (NCBI)	0.3295	103	yjcF
12785253	b4703	1	7023	4330139	4330228	+	pmrR	predicted regulator of BasS activity, membrane protein (NCBI)	0.4222	5	pmrR
18156	b4128	1	7023	4350607	4350903	+	yjdK	hypothetical protein (NCBI)	0.3502	16	ghoS
1937229	b4134	5	7023	4360574	4360649	-	pheU	tRNA-Phe (NCBI)	0.5921	2	pheU
18170	b4142	1	7023	4368711	4369004	+	groS	co-chaperonin GroES (NCBI)	0.4864	6	groS
18171	b4143	1	7023	4369048	4370694	+	GroEL	chaperonin GroEL (NCBI)	0.5288	45	groL
18175	b4147	1	7023	4373722	4374288	+	efp	elongation factor P (NCBI)	0.4938	21	efp
18183	b4155	1	7023	4380666	4381643	+	yjeA	putative lysyl-tRNA synthetase (VIMSS)	0.5266	31	epmA
18189	b4161	1	7023	4388480	4389532	-	yjeQ	orf, hypothetical protein (VIMSS)	0.5394	32	rsgA
18190	b4162	1	7023	4389627	4390172	+	yjeR	orf, hypothetical protein (VIMSS)	0.5403	14	orn
1937242	b4164	5	7023	4390495	4390570	+	glyX	tRNA-Gly (NCBI)	0.6053	1	glyX
1937243	b4165	5	7023	4390606	4390681	+	glyY	tRNA-Gly (NCBI)	0.6053	1	glyY
7497372	b4670	1	7023	4390915	4390968	+	yjeV	expressed protein (RefSeq)	0.4074	2	yjeV
18193	b4168	1	7023	4393608	4394069	+	yjeE	ATPase with strong ADP affinity (NCBI)	0.5238	21	tsaE
18197	b4172	1	7023	4398311	4398619	+	hfq	RNA-binding protein Hfq (NCBI)	0.4887	12	hfq
18202	b4177	1	7023	4402710	4404008	+	purA	adenylosuccinate synthetase (NCBI)	0.5389	41	purA
18225	b4200	1	7023	4423141	4423536	+	rpsF	30S ribosomal protein S6 (NCBI)	0.5253	9	rpsF
18227	b4202	1	7023	4423862	4424089	+	rpsR	30S ribosomal protein S18 (NCBI)	0.5263	11	rpsR
18251	b4226	1	7023	4447145	4447675	-	ppa	inorganic pyrophosphatase (NCBI)	0.5122	12	ppa
18264	b4239	1	7023	4461077	4462732	-	treC	trehalose-6-P hydrolase (NCBI)	0.5308	51	treC
18283	b4258	1	7023	4479005	4481860	-	valS	valyl-tRNA synthetase (NCBI)	0.5459	77	valS
18284	b4259	1	7023	4481860	4482303	-	holC	DNA polymerase III subunit chi (NCBI)	0.5405	13	holC
18286	b4261	1	7023	4484241	4485341	+	yjgP	conserved inner membrane protein (NCBI)	0.5477	29	lptF
18287	b4262	1	7023	4485341	4486423	+	yjgQ	orf, hypothetical protein (VIMSS)	0.5429	31	lptG
18296	b4272	1	7023	4496295	4496660	+	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	9	insC6
18297	b4273	1	7023	4496618	4497523	+	insD-6	KpLE2 phage-like element; IS2 insertion element transposase InsAB' (NCBI)	0.5508	25	insD6
18303	b4279	1	7023	4502081	4503298	+	yjhB	putative transport protein (VIMSS)	0.3629	80	nanX
18308	b4284	1	7023	4505489	4506640	-	insI-3	KpLE2 phage-like element; IS30 transposase (NCBI)	0.4583	53	insI3
18369	b4345	1	7023	4574935	4575981	-	mcrC	5-methylcytosine-specific restriction enzyme McrBC, subunit McrC (NCBI)	0.3744	67	mcrC
18385	b4361	1	7023	4598261	4598998	-	dnaC	DNA biosynthesis protein (NCBI)	0.5054	20	dnaC
18386	b4362	1	7023	4599001	4599540	-	dnaT	primosomal protein I (NCBI)	0.5704	11	dnaT
18393	b4372	1	7023	4605826	4606239	+	holD	DNA polymerase III subunit psi (NCBI)	0.5773	7	holD
18422	b4401	1	7023	4637613	4638329	-	arcA	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA (NCBI)	0.5105	18	arcA
18423	b4402	1	7023	4638425	4638565	+	yjjY	hypothetical protein (NCBI)	0.4255	4	yjjY
